Lat,Long,Venue_Type,Venue_Name,Created_On_Epoch,Created_On,Quarter,Year,Month
-23.6615503,-46.6920521,attraction,Paróquia Nossa Senhora Rainha da Paz,1547418533,1/13/2019,Quarter 1,2019,1
-23.6744016,-46.6710806,attraction,Paróquia Santo Antônio de Pádua,1547420930,1/13/2019,Quarter 1,2019,1
-23.6694764,-46.6814645,attraction,Paróquia São Pedro Apóstolo,1547425632,1/14/2019,Quarter 1,2019,1
-23.6840458,-46.6891564,attraction,Fonte Nossa Senhora Mãe de Deus,1547431545,1/14/2019,Quarter 1,2019,1
-23.648537,-46.6891252,attraction,Paróquia Nossa Senhora Auxiliadora,1547513579,1/15/2019,Quarter 1,2019,1
-23.6197665,-46.6669592,attraction,Paróquia Nossa Senhora de Guadalupe,1547514867,1/15/2019,Quarter 1,2019,1
-23.6344391,-46.6960969,attraction,Paróquia Sagrada Família,1547516432,1/15/2019,Quarter 1,2019,1
-23.6422222,-46.6884686,attraction,Paróquia Sant’Ana,1547519511,1/15/2019,Quarter 1,2019,1
-23.6466397,-46.7145493,attraction,Paróquia Santo Antônio,1547598569,1/16/2019,Quarter 1,2019,1
-23.6075813,-46.6841595,attraction,Paróquia São João de Brito,1547600071,1/16/2019,Quarter 1,2019,1
43.630993,-116.203639,food,Hyde Park Sno Shack,1580546683,2/1/2020,Quarter 1,2020,2
44.6913901,10.6392939,default,Studio dentistico Reggio Emilia | Marialuisa Biagini,1549274403,2/4/2019,Quarter 1,2019,2
35.7463608,-86.9370854,default,Spring Hill Armory,1556727579,5/1/2019,Quarter 2,2019,5
4.8255683,-75.6498545,lodging,Pesca La Cabaña - osm.org,1551543132,3/2/2019,Quarter 1,2019,3
39.0379469,-84.5351397,default,Foreign Auto Salvage,1552887240,3/18/2019,Quarter 1,2019,3
40.5809733,17.0424506,default,Absolutezero Studio,1555239138,4/14/2019,Quarter 2,2019,4
45.8910414,11.0424041,default,Ottica Guerra,1556040660,4/23/2019,Quarter 2,2019,4
-26.8838021,-52.4370548,default,Loja Alugavel,1557889473,5/15/2019,Quarter 2,2019,5
-26.8835716,-52.4372001,default,Femi Loja,1557889474,5/15/2019,Quarter 2,2019,5
40.6742702,22.8787506,default,Ελαστικά Τσιτσικλής - Tsitsiklis Tyres,1560583939,6/15/2019,Quarter 2,2019,6
47.3165165,7.8119054,default,SUBAG TECH AG -  Klimatechnik,1538664587,10/4/2018,Quarter 4,2018,10
59.2759625,28.9081195,default,Малиновка-1,1583429934,3/5/2020,Quarter 1,2020,3
46.5014684,11.2526083,sports,Golf Club Eppan,1583429934,3/5/2020,Quarter 1,2020,3
11.5035563,-85.5513976,lodging,"Xalli, Ometepe Beach Hotel - Nicaragua",1583429935,3/5/2020,Quarter 1,2020,3
40.4270979,-3.6873459,lodging,Petit Palace Embassy Serrano,1583429935,3/5/2020,Quarter 1,2020,3
4.8073801,-75.7229541,default,Metroparque del Café,1583429936,3/5/2020,Quarter 1,2020,3
-23.8323364,-46.710286,attraction,EMEF Ulysses da Sylveira Guimaraes,1583429936,3/5/2020,Quarter 1,2020,3
-23.7236365,-46.7060656,attraction,Ambulatório de Especialidades Jardim Cliper,1583429937,3/5/2020,Quarter 1,2020,3
-23.7121594,-46.6956663,attraction,48º DP - Cidade Dutra - Polícia Civil - Distrito Policial,1583429938,3/5/2020,Quarter 1,2020,3
-23.7417606,-46.7090449,attraction,50º Batalhão de Polícia Militar Metropolitano PMESP,1583429938,3/5/2020,Quarter 1,2020,3
20.682037,-103.4202139,shopping,Hitti Motors,1562648091,7/9/2019,Quarter 3,2019,7
41.1304585,-81.5081332,default,Underhill's Games,1564445314,7/30/2019,Quarter 3,2019,7
43.4069378,-70.7128709,shopping,Seacoast Hardwood,1568636709,9/16/2019,Quarter 3,2019,9
-37.8284976,144.9917105,default,The Royals,1569293999,9/24/2019,Quarter 3,2019,9
51.6212877,-1.280985,default,Oak Furniture House,1569423161,9/25/2019,Quarter 3,2019,9
52.4031457,-1.5044286,default,Spy Equipment UK,1569423784,9/25/2019,Quarter 3,2019,9
49.7224137,-2.2007097,shopping,Island Computers,1569424311,9/25/2019,Quarter 3,2019,9
50.9428283,-2.6314035,default,Cartridge Link,1576440002,12/15/2019,Quarter 4,2019,12
53.5773905,-2.4292585,default,CeX,1570797725,10/11/2019,Quarter 4,2019,10
19.0527724,-98.279995,transport,?,1571954339,10/24/2019,Quarter 4,2019,10
12.0128014,124.8117191,shopping,Zach Dymer Computer Station,1572824373,11/3/2019,Quarter 4,2019,11
54.1497031,-4.4808608,cafe,Java Express,1576291276,12/14/2019,Quarter 4,2019,12
-0.4332097,39.6647955,default,Nathan shop,1576840248,12/20/2019,Quarter 4,2019,12
45.8924063,11.0368679,default,Autoscuola e Agenzia Pratiche Auto Amadori,1577138684,12/23/2019,Quarter 4,2019,12
39.687854,16.2874129,nightlife,bar hotel san francesco,1578383527,1/7/2020,Quarter 1,2020,1
37.4731917,-77.4440229,default,Superior Outlet And Pawn Shop,1578638871,1/10/2020,Quarter 1,2020,1
53.5347483,-2.2833128,default,North Manchester Joinery,1579041474,1/14/2020,Quarter 1,2020,1
44.0391376,-123.0690895,grocery,Doctors Office w/ Candy,1579041527,1/14/2020,Quarter 1,2020,1
36.1449388,-115.195488,lodging,"The Clyde, a Bed & Bay Residence Inn",1579232681,1/17/2020,Quarter 1,2020,1
36.1392643,-115.2322698,lodging,"The Escondido, a Bed & Bay Residence Inn",1579232863,1/17/2020,Quarter 1,2020,1
36.1448939,-115.1953625,lodging,"The Bonnie, a Bed & Bay Residence Inn",1579742691,1/23/2020,Quarter 1,2020,1
-34.4764094,19.89385,default,Xtreme Pro Paintball Guns,1579869279,1/24/2020,Quarter 1,2020,1
50.29748202,15.5905652,default,test vvenue,1583370234,3/5/2020,Quarter 1,2020,3
48.41456165,18.04832697,default,tets,1583428394,3/5/2020,Quarter 1,2020,3
45.8900714,11.0411859,default,Dr. Sax,1544789212,12/14/2018,Quarter 4,2018,12
52.0825805,4.3087655,lodging,easy Hotel den Haag City Centre,1561071050,6/20/2019,Quarter 2,2019,6
45.4873556,9.0532696,default,Farmacia Culzoni SNC,1532893872,7/29/2018,Quarter 3,2018,7
47.3912392,8.0473368,shopping,Gygax Uhren Schmuck Erleben AG,1565951900,8/16/2019,Quarter 3,2019,8
52.4943605,13.4381122,default,Dandy Horse Berlin,1517943571,2/6/2018,Quarter 1,2018,2
-23.7205152,-46.7017826,attraction,Prefeitura Regional Capela do Socorro,1537154430,9/17/2018,Quarter 3,2018,9
46.4078349,11.2384105,default,Cosmo Life S.r.l.,1582635343,2/25/2020,Quarter 1,2020,2
51.5880451,4.5286544,food,Brasserie Tivoli,1582271816,2/21/2020,Quarter 1,2020,2
45.8900918,11.0411369,default,Dr. Sax,1544789212,12/14/2018,Quarter 4,2018,12
46.04969455,14.51664627,food,Fajn Fuud Burger,1583752846,3/9/2020,Quarter 1,2020,3
46.24183921,14.35679734,default,Gold store ,1583752906,3/9/2020,Quarter 1,2020,3
38.8211373,-90.5170204,atm,GeneralBytes two-way bitcoin kiosk,1583429067,3/5/2020,Quarter 1,2020,3
52.430923,13.8335505,default,Four Wheel Travel Ltd. NL Deutschland,1563265829,7/16/2019,Quarter 3,2019,7
41.382726,2.1693383,cafe,El Colectivo,1566647136,8/24/2019,Quarter 3,2019,8
-23.8155337,-46.7358193,default,Prefeitura Regional Parelheiros,1537196471,9/17/2018,Quarter 3,2018,9
46.56122097,15.62659264,transport,TaxiPlus,1583752994,3/9/2020,Quarter 1,2020,3
46.06493105,14.54509377,shopping,Gold store ,1583749458,3/9/2020,Quarter 1,2020,3
4.2722678,-75.9176409,transport,?,1516393003,1/19/2018,Quarter 1,2018,1
44.89902,7.5667381,default,bram architetti | Gianni Bruera,1517503225,2/1/2018,Quarter 1,2018,2
45.5050647,-73.5564025,default,YAP Exchange,1531161745,7/9/2018,Quarter 3,2018,7
46.0947719,11.1096204,default,La Selleria,1567158740,8/30/2019,Quarter 3,2019,8
46.6979883,11.9348208,lodging,Sport Hotel exclusive,1516790154,1/24/2018,Quarter 1,2018,1
51.9572549,5.5669224,default,Jos Wielink Coaching,1557157212,5/6/2019,Quarter 2,2019,5
47.49808972,19.05541599,nightlife,Brewdog Brewery,1583770184,3/9/2020,Quarter 1,2020,3
52.6704704,4.7030286,shopping,KnipKnapper,1537535009,9/21/2018,Quarter 3,2018,9
51.8460526,5.8684192,food,Marbella Panini,1560241630,6/11/2019,Quarter 2,2019,6
51.8157209,5.8480852,default,Aurora Massages,1535396728,8/27/2018,Quarter 3,2018,8
52.3015031,4.9465468,default,Locanza Foundation,1531148847,7/9/2018,Quarter 3,2018,7
48.6288928,8.0783868,default,evival Technologies GmbH & Co. KG,1548843753,1/30/2019,Quarter 1,2019,1
44.494688,11.3470419,nightlife,Lime,1538579507,10/3/2018,Quarter 4,2018,10
23.1431617,113.2932418,shopping,姿色服饰,1546611824,1/4/2019,Quarter 1,2019,1
51.8884553,8.4166576,food,Conkurens,1558782039,5/25/2019,Quarter 2,2019,5
44.0177886,12.6311594,default,PEREZedile,1557647812,5/12/2019,Quarter 2,2019,5
45.5567042,8.9462721,default,Assixto Parabiago,1521043142,3/14/2018,Quarter 1,2018,3
50.9529959,6.9375647,default,Zeitgeist Erlebnisreisen,1514995060,1/3/2018,Quarter 1,2018,1
45.6303246,9.1414618,default,Fisio Fix Fisioterapia,1515851189,1/13/2018,Quarter 1,2018,1
46.213707,10.171866,default,B&B Stephany,1516191691,1/17/2018,Quarter 1,2018,1
53.9398176,27.5977047,default,Foxcolor.by Design Studio,1517944974,2/6/2018,Quarter 1,2018,2
53.6556454,-1.5158343,default,Jons Sheds Direct,1518186851,2/9/2018,Quarter 1,2018,2
43.103315,12.315551,default,Alceste Shoes,1518689942,2/15/2018,Quarter 1,2018,2
43.850758,11.079828,default,Urbanspot di Coladangelo Lorenzo,1518709829,2/15/2018,Quarter 1,2018,2
38.150708,13.339083,default,Barber Dog Toelettatura,1519382399,2/23/2018,Quarter 1,2018,2
41.851711,12.422314,default,Mercatino dell'usato di Casetta Mattei,1519933572,3/1/2018,Quarter 1,2018,3
45.504602,11.404322,default,CASTELLI SERVICE - Acqua senza PFAS,1521194580,3/16/2018,Quarter 1,2018,3
45.632825,11.546021,food,Rigon,1521197289,3/16/2018,Quarter 1,2018,3
44.886229,7.3447059,default,Studio Architettura Isabella Galeandro,1522874347,4/4/2018,Quarter 2,2018,4
-23.8121673,-46.5147838,sports,Chácara Nicolau Moran - Santos Futebol Clube,1523037669,4/6/2018,Quarter 2,2018,4
34.0245245,-118.2499844,atm,Athena Bitcoin ATM,1546612931,1/4/2019,Quarter 1,2019,1
-23.5426153,-46.6649378,sports,Santos FC Business Center,1526410375,5/15/2018,Quarter 2,2018,5
34.0760171,-118.2943422,atm,Athena Bitcoin ATM,1546612502,1/4/2019,Quarter 1,2019,1
39.3648471,22.956707,default,Λογιστικό γραφείο Δημητρίου Δημήτρης,1527705388,5/30/2018,Quarter 2,2018,5
45.9981916,8.94381,default,Polyplus Lab,1528289870,6/6/2018,Quarter 2,2018,6
39.8690783,32.8568713,shopping,Milsoft Sistem ve Teknoloji Sanayi ve Ticaret A.Ş.,1529332634,6/18/2018,Quarter 2,2018,6
45.989237,12.29552,default,Tabaccheria al Quadrilatero,1532013626,7/19/2018,Quarter 3,2018,7
46.656378,11.149809,shopping,Zuegg Solutions Multimedia & More,1533139030,8/1/2018,Quarter 3,2018,8
45.59669,8.884728,default,Studio Legale Avv. Filippo Pistone,1536938154,9/14/2018,Quarter 3,2018,9
43.954619,11.377652,shopping,Prestige Auto srl,1537112550,9/16/2018,Quarter 3,2018,9
53.887317,27.4556715,shopping,Шиномонтаж,1540683320,10/27/2018,Quarter 4,2018,10
-23.7298228,-46.7021337,attraction,27º Batalhão de Polícia Militar Metropolitano,1543162981,11/25/2018,Quarter 4,2018,11
-26.2935521,-48.8152136,default,InvestDigital - Soluções em Tecnologia,1544212166,12/7/2018,Quarter 4,2018,12
49.2380668,28.4896313,default,"ALEX VEKA | вікна, двері, гаражні ролети",1545068874,12/17/2018,Quarter 4,2018,12
46.5290857,11.2485186,shopping,Kerschbaumer,1546376426,1/1/2019,Quarter 1,2019,1
38.0090903,23.6781747,default,Digitfort,1549066501,2/2/2019,Quarter 1,2019,2
37.9769139,23.7162773,shopping,Alexandros Hair Salon,1550193295,2/15/2019,Quarter 1,2019,2
46.0918692,11.1203292,default,Alps Blockchain srl,1551788697,3/5/2019,Quarter 1,2019,3
35.6856066,51.4102972,default,Goldenhome store فروشگاه زرین قفل,1554260883,4/3/2019,Quarter 2,2019,4
43.9050085,16.444221,lodging,Camping Peruca,1556347490,4/27/2019,Quarter 2,2019,4
-32.9924019,27.8677339,default,SEAL Water Tech,1557847924,5/14/2019,Quarter 2,2019,5
20.8688057,-105.4439292,lodging,Hotel Distrito 88,1562646268,7/9/2019,Quarter 3,2019,7
-33.4216545,-70.6089116,default,Chile Vapo,1566331778,8/20/2019,Quarter 3,2019,8
45.130824,10.022771,default,Gace - Crypto advisor,1569223339,9/23/2019,Quarter 3,2019,9
45.097674,7.693796,default,CAF Cotrade Service di Sapino Marco,1569223847,9/23/2019,Quarter 3,2019,9
45.9795368,12.6975613,default,Laura Pittau odontoiatra,1571505715,10/19/2019,Quarter 4,2019,10
35.7528773,51.5090682,default,BHR لوازم یدکی چینی,1576573738,12/17/2019,Quarter 4,2019,12
18.7857246,98.9818331,nightlife,Boo Bar in Old City,1579339311,1/18/2020,Quarter 1,2020,1
49.5947381,17.2421949,shopping,Vlasové studio Petra Nowaková,1573095817,11/7/2019,Quarter 4,2019,11
51.2013666,16.1973604,default,Sklep Motoryzacyjny - DriftZone.pl,1522594318,4/1/2018,Quarter 2,2018,4
-34.9078162,138.594709,default,Comos Clinic,1532813579,7/28/2018,Quarter 3,2018,7
-23.6825596,-46.6893158,attraction,Santuário Nossa Senhora Mãe de Deus,1547430137,1/14/2019,Quarter 1,2019,1
-23.6522955,-46.6965534,attraction,Santuário Nossa Senhora de Fátima,1547603606,1/16/2019,Quarter 1,2019,1
-23.7600773,-46.7144747,attraction,Santuário Jesus Misericordioso,1547318176,1/12/2019,Quarter 1,2019,1
45.8891697,11.0440568,default,Storie di Latte,1560248901,6/11/2019,Quarter 2,2019,6
-11.9703385,-77.0562172,shopping,CryptoEstampado,1516763393,1/24/2018,Quarter 1,2018,1
52.3329661,9.7794496,shopping,Wäscherei Jahnke GmbH,1534449401,8/16/2018,Quarter 3,2018,8
-23.806702,-46.7315358,attraction,Instituto Missionário Servos de Jesus Salvador (Salvistas),1539309624,10/12/2018,Quarter 4,2018,10
-23.7556645,-46.6867549,attraction,Paróquia São Miguel Arcanjo,1538063806,9/27/2018,Quarter 3,2018,9
-23.7479439,-46.686017,attraction,Paróquia Nossa Senhora Aparecida,1540252813,10/23/2018,Quarter 4,2018,10
-23.72765,-46.6947872,attraction,Comunidade São Francisco de Assis,1538322558,9/30/2018,Quarter 3,2018,9
-23.7276093,-46.7025277,attraction,Setor Jordanópolis - Diocese de Santo Amaro,1548116732,1/22/2019,Quarter 1,2019,1
-23.7048334,-46.6867446,attraction,Paróquia Santa Maria Goretti,1537645408,9/22/2018,Quarter 3,2018,9
-23.6957381,-46.6988318,attraction,Paróquia Nossa Senhora do Bom Conselho e Nossa Senhora Aparecida,1538228898,9/29/2018,Quarter 3,2018,9
-23.7429914,-46.7031124,attraction,Imagem Nossa Senhora de Aparecida,1538612351,10/4/2018,Quarter 4,2018,10
-23.6800263,-46.6533554,attraction,Paróquia Nossa Senhora da Salette e São João Batista,1547326665,1/12/2019,Quarter 1,2019,1
-23.6660531,-46.6683861,attraction,Paróquia São José,1547391124,1/13/2019,Quarter 1,2019,1
-23.6879847,-46.6658103,attraction,Paróquia São Raimundo Nonato,1547392155,1/13/2019,Quarter 1,2019,1
10.4248167,-75.5411426,food,"RESTAURANTE EN CARTAGENA, PALENQUERAS MALL PLAZA",1569632023,9/28/2019,Quarter 3,2019,9
-29.36025925,-50.82895517,lodging,AIRBNB,1583437839,3/5/2020,Quarter 1,2020,3
-29.36186757,-50.82883716,shopping,MAKEGRAMADO,1583436553,3/5/2020,Quarter 1,2020,3
-29.35900624,-50.82912683,lodging,Hospedagem - PET,1583438209,3/5/2020,Quarter 1,2020,3
-29.35801504,-50.82916975,transport,TRANSFER - MOTORISTA,1583438443,3/5/2020,Quarter 1,2020,3
-29.36376573,-50.80989003,default,Consultoria - criptomoedas,1583438737,3/5/2020,Quarter 1,2020,3
-29.36212003,-50.82190096,sports,Personal - Crossfit,1583439195,3/5/2020,Quarter 1,2020,3
39.4570256,-0.356862545,lodging,Apt. for rent,1583440791,3/5/2020,Quarter 1,2020,3
19.14958212,-96.16545975,atm,Designinnweb,1583520702,3/6/2020,Quarter 1,2020,3
46.04794839,14.51699495,cafe,Maestral caffe,1583697744,3/8/2020,Quarter 1,2020,3
38.9840487,-78.18276644,atm,Bitcoin ATM ,1583550727,3/7/2020,Quarter 1,2020,3
-41.11259812,173.0099487,transport,Abel Tasman Tours,1583565900,3/7/2020,Quarter 1,2020,3
46.0731227,14.48730826,shopping,Zlato center,1583696346,3/8/2020,Quarter 1,2020,3
45.90916691,15.29316187,default,Elektro team servis Peter Čelesnik,1583696583,3/8/2020,Quarter 1,2020,3
46.06293227,14.85619247,default,Kolesarski servis Vidic,1583697033,3/8/2020,Quarter 1,2020,3
46.05455296,14.565956,cafe,Sombrero bar,1583697240,3/8/2020,Quarter 1,2020,3
46.05476144,14.56464708,cafe,Coco Cubana Caffe,1583697338,3/8/2020,Quarter 1,2020,3
46.34443914,15.9939909,shopping,Kmetijska trgovina Cirkulane,1583698159,3/8/2020,Quarter 1,2020,3
46.40839251,16.15782022,shopping,Kmetijska trgovina Kosec,1583698359,3/8/2020,Quarter 1,2020,3
43.43746456,-79.74045396,default,Pest Lab,1584509898,3/18/2020,Quarter 1,2020,3
46.40837032,16.15762711,shopping,Kmetijska trgovina Marof – Ormož,1583698601,3/8/2020,Quarter 1,2020,3
46.39614798,16.26793027,shopping,Kmetijska trgovina Središče ob Dravi,1583698838,3/8/2020,Quarter 1,2020,3
46.43858886,16.24395132,shopping,"Kmetijska trgovina, Vitan",1583699436,3/8/2020,Quarter 1,2020,3
46.42569663,16.0572964,shopping,Kmetijska trgovina Podgorci,1583699627,3/8/2020,Quarter 1,2020,3
46.46879805,16.00319624,shopping,Kmetijska trgovina Polenšak,1583699782,3/8/2020,Quarter 1,2020,3
46.48513374,15.97062886,shopping,"Kmetijska trgovina, Juršinci",1583699923,3/8/2020,Quarter 1,2020,3
46.5152728,15.94122112,shopping,"Kmetijska trgovina, Vitomarci",1583700140,3/8/2020,Quarter 1,2020,3
46.52163303,15.8894223,shopping,Kmetijska trgovina Trnovska vas,1583700361,3/8/2020,Quarter 1,2020,3
46.05272878,14.5144093,food,Miškova pekarna,1583700752,3/8/2020,Quarter 1,2020,3
46.06550052,14.50887859,food,Leskovački dvor,1583700973,3/8/2020,Quarter 1,2020,3
46.05263199,14.50522006,cafe,"Hotspot Ljubljana, Center",1583701159,3/8/2020,Quarter 1,2020,3
46.07450709,14.51826096,cafe,"Hotspot Ljubljana, Kardeljeva",1583701295,3/8/2020,Quarter 1,2020,3
46.08690173,14.48278606,food,Restavracija Dobri Čuk,1583701513,3/8/2020,Quarter 1,2020,3
46.15056502,14.61490095,shopping,Sportina,1583701724,3/8/2020,Quarter 1,2020,3
46.01933186,14.53534126,shopping,Sportina Outlet,1583702003,3/8/2020,Quarter 1,2020,3
46.08797325,14.47700858,shopping,Sportina Man,1583702280,3/8/2020,Quarter 1,2020,3
46.23234048,14.36780512,shopping,Sportina Man,1583702463,3/8/2020,Quarter 1,2020,3
46.23216979,14.36707556,shopping,Sportina  ,1583702587,3/8/2020,Quarter 1,2020,3
46.24321564,14.37603414,shopping,Sportina Outlet,1583702735,3/8/2020,Quarter 1,2020,3
46.34376886,14.17608082,shopping,Sportina Outlet,1583702870,3/8/2020,Quarter 1,2020,3
46.36706084,14.10978734,default,Sportina  Woman,1583703029,3/8/2020,Quarter 1,2020,3
46.06845573,14.54514205,shopping,Parfois,1583703188,3/8/2020,Quarter 1,2020,3
46.24184663,15.27668238,shopping,XYZ Studio,1583703423,3/8/2020,Quarter 1,2020,3
50.09998467,14.47071075,food,COINMAP.CASH,1583710497,3/8/2020,Quarter 1,2020,3
50.08320339,14.42207694,food,COINMAP.CASH,1583710766,3/8/2020,Quarter 1,2020,3
51.98108724,5.908455849,default,BMAP.CASH,1583710895,3/8/2020,Quarter 1,2020,3
51.98202558,5.913176537,food,BITCOINMAP.CASH,1583710931,3/8/2020,Quarter 1,2020,3
51.98244849,5.906116962,food,COINMAP.CASH,1583710975,3/8/2020,Quarter 1,2020,3
13.71637253,100.5571747,food,BITCOINMAP.CASH,1583711126,3/8/2020,Quarter 1,2020,3
45.5396053,13.73429954,shopping,Sgermobil,1583739933,3/9/2020,Quarter 1,2020,3
46.54659794,14.96284246,shopping,Sgermobil,1583740091,3/9/2020,Quarter 1,2020,3
46.24183179,15.27803421,shopping,Sgermobil,1583740351,3/9/2020,Quarter 1,2020,3
45.82811894,15.18223107,shopping,Sgermobil,1583740695,3/9/2020,Quarter 1,2020,3
46.06823614,14.54638124,shopping,Sgermobil,1583740824,3/9/2020,Quarter 1,2020,3
46.53990485,15.64028263,shopping,Sgermobil,1583741376,3/9/2020,Quarter 1,2020,3
46.02035626,14.53680575,shopping,Sgermobil,1583741542,3/9/2020,Quarter 1,2020,3
46.52288063,15.65295339,shopping,Sgermobil,1583741680,3/9/2020,Quarter 1,2020,3
46.42371835,15.88645577,shopping,Sgermobil,1583741992,3/9/2020,Quarter 1,2020,3
46.2408486,15.27872086,shopping,Parfois,1583742221,3/9/2020,Quarter 1,2020,3
46.66822081,16.17909014,shopping,Sportina  ,1583743521,3/9/2020,Quarter 1,2020,3
46.55301721,15.65269589,shopping,Sportina  ,1583743706,3/9/2020,Quarter 1,2020,3
46.5527184,15.65339863,shopping,Parfois,1583743888,3/9/2020,Quarter 1,2020,3
46.55288441,15.65384388,shopping,Superdry,1583743990,3/9/2020,Quarter 1,2020,3
46.55317215,15.65399945,shopping,XYZ Premium Fashion Store,1583744079,3/9/2020,Quarter 1,2020,3
45.54737866,13.72935355,shopping,Sportina  ,1583744562,3/9/2020,Quarter 1,2020,3
45.54447458,13.74069393,shopping,S/O Sportina,1583744710,3/9/2020,Quarter 1,2020,3
45.53938737,13.73477161,shopping,Superdry,1583744982,3/9/2020,Quarter 1,2020,3
45.53945876,13.73584449,shopping,Sportina  ,1583745078,3/9/2020,Quarter 1,2020,3
46.07568676,14.48917508,food,MK Grill,1583745339,3/9/2020,Quarter 1,2020,3
46.0897107,14.47749674,food,Fast Food Twins,1583745438,3/9/2020,Quarter 1,2020,3
46.03868427,14.47782934,shopping,Sportina  ,1583745639,3/9/2020,Quarter 1,2020,3
46.08788024,14.47513103,shopping,Sportina  ,1583745768,3/9/2020,Quarter 1,2020,3
45.82773393,15.18238664,shopping,Sportina  ,1583746447,3/9/2020,Quarter 1,2020,3
45.82115835,15.1553607,shopping,Sportina  ,1583746224,3/9/2020,Quarter 1,2020,3
46.02181647,14.53601182,shopping,Parfois,1583746618,3/9/2020,Quarter 1,2020,3
46.02082189,14.53798592,shopping,Marx ,1583746872,3/9/2020,Quarter 1,2020,3
46.22307394,14.60804522,default,Štolfa team d.o.o.,1583747726,3/9/2020,Quarter 1,2020,3
46.07312642,14.49943721,default,Showroom Autobroker,1583749231,3/9/2020,Quarter 1,2020,3
46.05771722,14.54172492,default,Bioguano d.o.o.,1583749639,3/9/2020,Quarter 1,2020,3
46.40586985,14.15476799,food,BLACK SWAN burger,1583750637,3/9/2020,Quarter 1,2020,3
46.48549571,13.78919899,food,BLACK SWAN burger,1583750856,3/9/2020,Quarter 1,2020,3
46.44551991,15.84795535,shopping,Kmetijska trgovina Grajena,1583751147,3/9/2020,Quarter 1,2020,3
46.00609487,8.951352239,shopping,Dieci,1583751212,3/9/2020,Quarter 1,2020,3
46.51445696,15.71874261,shopping,Kmetijska trgovina Duplek,1583751279,3/9/2020,Quarter 1,2020,3
45.32735695,14.44313228,default,Gallery RIart,1583751301,3/9/2020,Quarter 1,2020,3
46.51890889,15.78456402,shopping,Kmetijska trgovina Korena,1583751549,3/9/2020,Quarter 1,2020,3
46.63713535,15.61289191,shopping,Kmetijska trgovina Kungota,1583751851,3/9/2020,Quarter 1,2020,3
46.05470932,14.56860065,default,Strelsko društvo 111,1583752273,3/9/2020,Quarter 1,2020,3
46.22962043,15.26131332,shopping,Gold store ,1583750236,3/9/2020,Quarter 1,2020,3
45.54619901,13.72597933,default,Gold store ,1583752406,3/9/2020,Quarter 1,2020,3
45.32986493,14.43894804,sports,Adriatic Sailing,1583753298,3/9/2020,Quarter 1,2020,3
46.06583923,14.55025971,food,Kolosej kokice,1583753653,3/9/2020,Quarter 1,2020,3
46.0668516,14.54413354,shopping,Planeta,1583753687,3/9/2020,Quarter 1,2020,3
46.06588389,14.54993248,food,Kolosej bomboni,1583753737,3/9/2020,Quarter 1,2020,3
46.0654968,14.54990566,cafe,Cafe Cubano	,1583753814,3/9/2020,Quarter 1,2020,3
45.3266479,14.44497764,shopping,Optika Vid,1583753921,3/9/2020,Quarter 1,2020,3
46.06543725,14.54975545,cafe,Happy End Cafe	,1583754116,3/9/2020,Quarter 1,2020,3
46.13086147,14.66859341,default,Fan vit-as,1583754287,3/9/2020,Quarter 1,2020,3
46.06610349,14.54951406,cafe,Happy End Cafe	,1583754324,3/9/2020,Quarter 1,2020,3
46.06534792,14.54961061,cafe,Vrt Ljubljana,1583754361,3/9/2020,Quarter 1,2020,3
46.15292852,14.62433159,default,De-vita,1583754435,3/9/2020,Quarter 1,2020,3
46.0522113,14.50280607,cafe,Bar Komuna,1583754573,3/9/2020,Quarter 1,2020,3
46.16367079,14.66934443,default,Gas David Gostič s.p.,1583754716,3/9/2020,Quarter 1,2020,3
45.34452213,14.38320637,default,"Foto Kurti, Trg rijeckih olimpijaca",1583754682,3/9/2020,Quarter 1,2020,3
46.059303,14.53467607,default,F.dvor tiskarna,1583755018,3/9/2020,Quarter 1,2020,3
46.00446657,8.953095675,shopping,Imove,1583755020,3/9/2020,Quarter 1,2020,3
45.3265951,14.44513321,default,"Foto Kurti, Uzarska",1583755027,3/9/2020,Quarter 1,2020,3
46.05932534,14.53476191,default,Spletna tiskarna,1583755095,3/9/2020,Quarter 1,2020,3
46.08363497,14.48409498,cafe,Dobra Hiša,1583755300,3/9/2020,Quarter 1,2020,3
46.05166403,14.50914681,food,Južna na plac,1583755420,3/9/2020,Quarter 1,2020,3
46.00703382,8.955922723,default,FinLantern,1583755490,3/9/2020,Quarter 1,2020,3
46.05167519,14.50928092,cafe,Kofe na plac,1583755492,3/9/2020,Quarter 1,2020,3
45.58817027,17.21811891,shopping,Dundo i Štefica,1583755499,3/9/2020,Quarter 1,2020,3
46.0880551,14.47566748,food,Vozi Miško,1583755618,3/9/2020,Quarter 1,2020,3
46.00989901,8.949147463,default,Novaretis - digital investment consulting,1583755705,3/9/2020,Quarter 1,2020,3
45.33189386,14.46487427,food,Konoba Tarsa,1583755711,3/9/2020,Quarter 1,2020,3
46.02214054,14.53585088,food,Vozi Miško,1583755729,3/9/2020,Quarter 1,2020,3
46.00682889,8.955847621,food,Staglio - La pizza al taglio,1583760271,3/9/2020,Quarter 1,2020,3
46.25184077,15.16511321,default,Kreativna Fabrika,1583760476,3/9/2020,Quarter 1,2020,3
46.34036549,15.17995119,sports,Yogi Moto Center,1583761386,3/9/2020,Quarter 1,2020,3
